id,prompt,k_kode,land,verdikjedeledd,pastand,type,status,niva,tall,enhet,data_aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,sikkerhet,kommentar,kildefil
R4-SE-006,R4,Q4,Sverige,totalforsvar,"Den svenske regjeringen fremhever transport, energi og matforsyning blant funksjoner som skal kunne opprettholdes ved forhøyet beredskap og krig.",beredskap,,,,,2024,https://www.regeringen.se/artiklar/2024/01/totalforsvaret-kan-inte-vanta--flera-satsningar-presenterade-pa-folk-och-forsvar/,Regeringskansliet,2024-01-12,Hovedtekst om totalforsvaret,"transport, energi, livsmedelsförsörjning",myndighetsinformasjon,høy,Funksjonsnivå; ikke mattransportørspesifikke reservasjoner.,R4-transport.md
R4-DK-001,R4,Q2,Danmark,dagligvarehandel,Salling Group beskriver seg som Danmarks største dagligvarekonsern.,struktur,,,,,2026,https://sallinggroup.com/,Salling Group,løpende nettside; lest 2026-09-15,"Forside, 'Velkommen til Salling Group'",Salling Group er Danmarks største dagligvarekoncern,selskapskilde,middels,Egenbeskrivelse; ikke brukt som prosentvis markedsandel.,R4-transport.md
R4-DK-002,R4,Q2,Danmark,dagligvarehandel,Dansk konkurransemyndighet behandlet Salling Groups overtakelse av 33 butikker fra Coop Danmark i 2025.,struktur,,,33,butikker,2025,https://en.kfst.dk/news/decisions/2025/20250326-salling-group-acquires-33-stores-from-coop-danmark,Danish Competition and Consumer Authority,2025-03-26,Beslutning/tittel,Salling Group Acquires 33 Stores from Coop Danmark,konkurransemyndighet,høy,"Dokumenterer konsolideringshendelse, ikke samlet markedsandel eller logistikknett.",R4-transport.md
R4-FI-001,R4,Q4,Finland,forsyningssikkerhet/logistikk,"NESA fremhever kulde, perifer beliggenhet, sjøtransportavhengighet og lange avstander som særskilte finske forsyningssikkerhetsutfordringer.",sårbarhet,,,,,løpende,https://www.huoltovarmuuskeskus.fi/en/security-of-supply,National Emergency Supply Agency (NESA),løpende nettside; lest 2026-09-15,Security of supply in Finland,"cold climate, remote location, dependence on maritime transports and long distances",myndighets-/beredskapsorgan,høy,Systembeskrivelse; ikke særskilt dagligvarelagerstatistikk.,R4-transport.md
R4-FI-002,R4,Q4,Finland,logistikk/totalforsvar,"KETJU26-øvelsen omfattet vurdering av ressursknapphet, prioritering og kontinuitet i drivstofftilførsel.",øvelse,,,,,2026,https://www.huoltovarmuuskeskus.fi/en/a/the-finnish-logistics-sector-the-national-emergency-supply-agency-and-the-finnish-defence-forces-practised-logistics-operations-in-an-emergency-scenario,National Emergency Supply Agency (NESA),2026-05-07,Hovedtekst om øvelsens vurderingstemaer,"participants assessed issues such as resource sufficiency, prioritisation, continuity of fuel supply",myndighets-/beredskapsorgan,høy,"Logistikksektoren generelt, ikke bare mat.",R4-transport.md
R4-FI-003,R4,Q4,Finland,sivil/militær logistikk,NESA opplyser at militær trafikk og transport bruker samme ruter og strukturer som sivil logistikk.,struktur,,,,,2026,https://www.huoltovarmuuskeskus.fi/en/a/the-finnish-logistics-sector-the-national-emergency-supply-agency-and-the-finnish-defence-forces-practised-logistics-operations-in-an-emergency-scenario,National Emergency Supply Agency (NESA),2026-05-07,Hovedtekst KETJU26,Military traffic and transports use the same routes and structures as civilian logistics.,myndighets-/beredskapsorgan,høy,Direkte relevant for forståelsen av totalforsvarets avhengighet av sivilt transportsystem.,R4-transport.md
R4-FI-004,R4,Q4/Q5,Finland,drivstoffberedskap,NESA opplyste våren 2026 at Finland hadde drivstoff i obligatoriske og statlige beredskapslagre tilsvarende minst om lag fem måneders normalt forbruk.,beredskap,,,minst 5,måneder normalt forbruk,2026,https://www.huoltovarmuuskeskus.fi/en/a/nesa-is-actively-following-the-situation-in-the-middle-east-no-fuel-shortage-in-finland,National Emergency Supply Agency (NESA),2026-04-07,Hovedtekst om drivstoffsituasjonen,at least five months,myndighets-/beredskapsorgan,høy,Ikke direkte sammenlignbart med norsk 20-dagersindikator uten å harmonisere lagerdefinisjoner.,R4-transport.md
R4-FI-005,R4,Q1,Finland,arbeidskraft/statistikk,"Statistics Finland har en egen yrkesklassifikasjon for heavy truck and lorry drivers, men siden gir ikke antall som arbeider med mattransport.",klassifikasjon,,,,,fra 2021,https://stat.fi/en/luokitukset/ammatti/ammatti_17_20210101/code/83320,Statistics Finland,klassifikasjon gyldig fra 2021-01-01,Occupation classification 83320,Heavy truck and lorry drivers,offisiell statistikk/klassifikasjon,høy,Illustrerer hvorfor total sjåførbestand og mattransportbestand er ulike statistiske spørsmål.,R4-transport.md
R4-EU-001,R4,Q3,"EU; direkte relevant for Sverige, Danmark og Finland",mat/grossist,Forordning 852/2004 krever permanente prosedyrer basert på HACCP-prinsippene hos næringsmiddelvirksomheter.,regelverk,,,,,gjeldende regelverk,https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX%3A32004R0852,Den europeiske union,2004-04-30 i Official Journal,Artikkel 5 nr. 1,"shall put in place, implement and maintain a permanent procedure or procedures based on the HACCP principles",regelverk,høy,For Norge og Island må nasjonal/EØS-gjennomføring kontrolleres særskilt; slik gjennomføringskilde er ikke lagt til her.,R4-transport.md
R4-EU-002,R4,Q3,"EU; direkte relevant for Sverige, Danmark og Finland",mat/grossist,Matbehandlere skal instrueres og/eller opplæres i næringsmiddelhygiene i samsvar med arbeidsoppgavene.,regelverk,,,,,gjeldende regelverk,https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX%3A32004R0852,Den europeiske union,2004-04-30 i Official Journal,"Vedlegg II, kapittel XII",food handlers are supervised and instructed and/or trained in food hygiene matters commensurate with their work activity,regelverk,høy,"Dette er kompetansekrav, ikke et generelt krav om et bestemt personlig HACCP-sertifikat.",R4-transport.md
R4-EU-003,R4,Q3,"EU; direkte relevant for Sverige, Danmark og Finland",kjølekjede,Hygieneregelverket krever etterlevelse av temperaturkontroll og opprettholdelse av kjølekjeden der dette er relevant.,regelverk,,,,,gjeldende regelverk,https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX%3A32004R0852,Den europeiske union,2004-04-30 i Official Journal,Artikkel 4 nr. 3 og vedlegg II,compliance with temperature control requirements for foodstuffs; maintenance of the cold chain,regelverk,høy,Virksomhetskrav. Ingen data over antall arbeidstakere med slik kompetanse ble funnet.,R4-transport.md
R4-EU-004,R4,Q3,internasjonal,kjøl/frys-transport,ATP gjelder internasjonal transport av lett bedervelige næringsmidler og spesialutstyret som brukes til slik transport; avtalen er ikke et personlig sjåførsertifikat.,regelverk,,,,,versjon i kraft fra 2026-08-25,https://unece.org/transport/transport-perishable-foodstuffs,UNECE,oppdatert 2026,ATP-sidens avtaletittel og beskrivelse,Agreement on the International Carriage of Perishable Foodstuffs and on the Special Equipment to be Used for such Carriage,internasjonal avtale,høy,Utstyrs-/transportregime; landenes ATP-status og nasjonale kontrollordninger må leses særskilt for en full juridisk landtabell.,R4-transport.md
R5-IS-001,R5,K2,IS,primærproduksjon/veterinærtjeneste,"Islandsk forskrift fastsetter at veterinær normalt skal være på bakvakt utenom ordinær arbeidstid på hvert vaktområde, og distriktsveterinærene organiserer ordningen.",lov_eller_krav,lov_eller_krav,,,,2026,https://island.is/reglugerdir/nr/0406-2020,Stjórnartíðindi / island.is,2020-04-28,1. gr.; konsolidert forskrift,skal dýralæknir jafnan vera á bakvakt utan venjulegs dagvinnutíma á hverju vaktsvæði,primær,godt_dokumentert,Kilde-ID IS-REG406. Island.is oppgir at forskriften sist ble endret 2021-01-04.,R5-veterinar.md
R5-IS-002,R5,K2,IS,primærproduksjon/veterinærtjeneste,MAST lyste i 2026 ut en tjenesteavtale i område 8 for generell veterinærtjeneste og akutthjelp; ordningen bruker månedlig støttebetaling til kontraktsveterinær.,fakta,påmeldt_eller_pågår,,,,2026,https://www.mast.is/is/um-mast/frettir/frettir/samningur-um-studningsgreidslur-vid-dyralaeknathjonustu-a-austurlandi-er-laus-til-umsoknar,Matvælastofnun (MAST),2026-03-27,avsnitt om kontrakt og betaling,Staðaruppbót sem greidd er samkvæmt þjónustusamningi er í formi mánaðarlegrar þóknunar.,primær,godt_dokumentert,Kilde-ID IS-MAST-SUB26. Utlysning er ikke det samme som dokumentert inngått/bemannet kontrakt.,R5-veterinar.md
R5-IS-003,R5,K1,IS,primærproduksjon/veterinærtjeneste,MAST rapporterte at enkelte stordyrvakter sør for Hvalfjörður ikke lot seg bemanne i april og mai 2026.,fakta,gjennomført,,,,2026,https://www.mast.is/is/um-mast/frettir/frettir/ekki-hefur-tekist-ad-manna-bakvaktir-ad-fullu-fyrir-storgripi-sunnan-hvalfjardar,Matvælastofnun (MAST),2026-04-08,hovedavsnitt,enn ekki tekist að tryggja mönnun bakvakta dýralækna á ákveðnum dögum,primær,godt_dokumentert,Kilde-ID IS-MAST-GAP26. Observasjon av konkret dekningsbrudd; ingen årsnevner for alle vakter.,R5-veterinar.md
R5-IS-004,R5,K1,IS,primærproduksjon/veterinærtjeneste,RÚV rapporterte at veterinærvakten i tjenesteområde 8 ikke var bemannet fra 16. august 2026.,case,gjennomført,,,,2026,https://www.ruv.is/frettir/innlent/2026-08-14-bakvaktir-dyralaekna-a-djupavogi-og-hornafirdi-omannadar-fra-16-agust-483948,RÚV,2026-08-14,ingress,Ekki hefur tekist að manna bakvaktir dýralækna á þjónustusvæði 8 frá og með 16. ágúst.,sekundær,delvis,Kilde-ID IS-RUV-AUG26. Innenlandsk sekundærkilde; brukt bare som oppdatering etter MASTs primærkildedokumenterte problemer tidligere i 2026.,R5-veterinar.md
R5-FI-001,R5,K2,FI,primærproduksjon/veterinærtjeneste,Gjeldende finsk veterinærtjenestelov fra 2026 legger offentlig organiseringsansvar for akutt veterinærhjelp utenom ordinær arbeidstid på kommunen og legger opp til sentralisert kontakt i vaktområdet.,lov_eller_krav,lov_eller_krav,,,,2026,https://www.finlex.fi/fi/lainsaadanto/2023/285,Finlex / Suomen säädöskokoelma,2023; eksakt publiseringsdato ikke verifisert i åpnet tekst,"Finlex, bestemmelsene om kiireellinen eläinlääkärinapu",sitat ikke tilgjengelig,primær,svakt,Kilde-ID FI-LAW285. Loven 285/2023 gjelder fra 2026; senere endringer 321/2024 og 630/2025. Sikkerhet satt til svakt etter brukerens sitatregel fordi selve lovteksten ikke ble åpnet med kopierbart sitat.,R5-veterinar.md
R5-DK-001,R5,K1,DK,primærproduksjon/veterinærtjeneste,"Et verifisert dansk praksiseksempel har en egen vakttjeneste for storfe; dette viser privat organisert klinisk vakt lokalt, men sier ikke noe om nasjonal dekning.",fakta,gjennomført,,,,2026,https://thydyrehospital.dk/vagttelefon/,Thy Dyrehospital,ikke oppgitt,kontakt-/vaktside,Vagttelefon kvæg 92728080,sekundær,delvis,Kilde-ID DK-VAGT-THY. Bransje-/praksiskilde; må ikke generaliseres til hele Danmark.,R5-veterinar.md
R5-DK-002,R5,K2,DK,dyrehelse/offentlig beredskap,Fødevarestyrelsen beskriver beredskapsplaner og beredskapsøvelser som sentrale deler av det veterinære beredskapet.,veileder,plan_eller_oppdrag,,,,2026,https://foedevarestyrelsen.dk/dyr/dyresundhed/veterinaert-beredskab,Fødevarestyrelsen,ikke oppgitt,"nettside, Det Veterinære Beredskab",Beredskabsplaner og beredskabsøvelser,primær,godt_dokumentert,Kilde-ID DK-FVST-BER. Publiserings-/oppdateringsdato var ikke oppgitt i det åpnete treffet.,R5-veterinar.md
R5-SE-001,R5,K2,SE,dyrehelse/kriseledelse,MSB vurderte den aktørfelles krisehåndteringsevnen under ASF-hendelsen som svært god i enkelte deler og svakere i andre.,evaluering,evaluert,,,,2023-2024,https://rib.msb.se/filer/pdf/31119.pdf,Myndigheten för samhällsskydd och beredskap (MSB),2025-09,s. 7 (PDF 7),krishanteringsförmågan har varit mycket god i vissa delar,primær,godt_dokumentert,Kilde-ID SE-MSB25. Etterhendelsesevaluering.,R5-veterinar.md
R5-SE-002,R5,K2,SE,dyrehelse/kriseledelse,"MSB fant at den samlede håndteringen manglet felles strategisk innretning og tilstrekkelig strategisk ressurskoordinering, særlig for samfunnskonsekvenser utenfor den direkte smittebekjempelsen.",evaluering,evaluert,,,,2023-2024,https://rib.msb.se/filer/pdf/31119.pdf,Myndigheten för samhällsskydd och beredskap (MSB),2025-09,s. 8 (PDF 8); se også s. 29 og 33,ingen aktörsgemensam inriktning,primær,godt_dokumentert,"Kilde-ID SE-MSB25. Evaluert funn, ikke anbefaling.",R5-veterinar.md
R5-SE-003,R5,K2,SE,dyrehelse/utbruddsbekjempelse,"MSB fant at sentrale smittevernaktører hadde nytte av tidligere planer, øvelser, relasjoner og etablert samarbeid; evalueringen skiller dette fra svakere beredskap for samfunnskrisen.",evaluering,evaluert,,,,2023-2024,https://rib.msb.se/filer/pdf/31119.pdf,Myndigheten för samhällsskydd och beredskap (MSB),2025-09,s. 24–29 (PDF 24–29),beredskap hos aktörerna att hantera smitta,primær,godt_dokumentert,Kilde-ID SE-MSB25. Kompetansefunn gjelder særlig kjernen i smittebekjempelsen.,R5-veterinar.md
R5-FI-002,R5,K1,FI,svineproduksjon/slakteri,"Lounais-Suomis Potsi-øvelse identifiserte rask eskalering i behovet for griseforflytninger i restriksjonssonen som hovedproblem og knyttet håndteringen til produsenter, slakterier og myndigheter.",øvelse,evaluert,,,,2020,https://www.ruokavirasto.fi/globalassets/viljelijat/elaintenpito/elaintautien-vastustaminen-ja-valvonta/lsavi_loppurapo_27122020.pdf,Lounais-Suomen aluehallintovirasto / Ruokavirasto,2020-12-27,s. 3 (PDF 3),sikojen siirtotarpeiden nopea eskaloituminen väliaikaisella rajoitusvyöhykkeellä,primær,godt_dokumentert,"Kilde-ID FI-POTSI-LSAVI. Arrangørens egen sluttrapport; scenarioobservasjon, ikke faktisk utbrudd.",R5-veterinar.md
R5-FI-003,R5,K2,FI,dyrehelse/beredskapspersonell,I Lounais-Suomis Potsi-øvelse deltok fire regionale veterinærer og seks beredskapsveterinærer; noen beredskapsveterinærer kunne bare delta deler av tiden på grunn av arbeidsforpliktelser.,øvelse,evaluert,,4;6,personer,2020,https://www.ruokavirasto.fi/globalassets/viljelijat/elaintenpito/elaintautien-vastustaminen-ja-valvonta/lsavi_loppurapo_27122020.pdf,Lounais-Suomen aluehallintovirasto / Ruokavirasto,2020-12-27,s. 4 (PDF 4),läänineläinlääkärit (4 kpl) ja valmiuseläinlääkärit (6 kpl),primær,godt_dokumentert,"Kilde-ID FI-POTSI-LSAVI. Tall gjelder øvelsesdeltakere, ikke total bemanning eller tilgjengelighet ved faktisk utbrudd.",R5-veterinar.md
R5-FI-004,R5,K1,FI,slakteri/kjøtt,Potsi-slakteriøvelsen vurderte at kjøttdisponering under restriksjonssonescenariet ville skape store utfordringer for kjøttindustrien.,øvelse,evaluert,,,,2020,https://www.ruokavirasto.fi/globalassets/viljelijat/elaintenpito/elaintautien-vastustaminen-ja-valvonta/loppuraportti_asf-teur.harj._060421.pdf,Ruokavirasto,2021-04-06,s. 3 (PDF 3),mikä aiheuttaisi lihateollisuudelle suuria haasteita,primær,godt_dokumentert,Kilde-ID FI-POTSI-SLAKT. Historisk scenario basert på daværende regelverk; rapporten selv varsler regelendringer.,R5-veterinar.md
R5-FI-005,R5,K1,FI,slakteri/biprodukter,Potsi-slakteriøvelsen identifiserte mulig behandlingskapasitetsproblem for animalske biprodukter hvis de måtte gå til behandling utenfor normal strøm.,øvelse,evaluert,,,,2020,https://www.ruokavirasto.fi/globalassets/viljelijat/elaintenpito/elaintautien-vastustaminen-ja-valvonta/loppuraportti_asf-teur.harj._060421.pdf,Ruokavirasto,2021-04-06,s. 3 og 8 (PDF 3 og 8),voi tulla kapasiteettiongelmia käsittelylaitoksissa,primær,godt_dokumentert,"Kilde-ID FI-POTSI-SLAKT. Øvelsesfunn/forventet scenario, ikke observert virkelig kapasitetsbrudd.",R5-veterinar.md
R5-FI-006,R5,K2,FI,dyrehelse/kriseledelse,Den felles Etelä-/Itä-Suomi-Potsi-rapporten fremhevet at roller og myndighetsspørsmål måtte være avklart i forkant av en reell hendelse.,øvelse,evaluert,,,,2020,https://www.ruokavirasto.fi/globalassets/viljelijat/elaintenpito/elaintautien-vastustaminen-ja-valvonta/loppuraporttipotsi2020isavijaesavi_lopull.pdf,Etelä- ja Itä-Suomen aluehallintovirastot / Ruokavirasto,2021-02-08,s. 3 (PDF 3),Myös roolijaot ja toimivaltakysymykset on syytä olla selvillä hyvissä ajoin.,primær,godt_dokumentert,Kilde-ID FI-POTSI-EI. Arrangørens egen evaluering.,R5-veterinar.md
R5-DK-003,R5,K2,DK,avliving/dyrehelse,Minkkommisjonens saksfremstilling dokumenterer at Fødevarestyrelsen iverksatte myndighetsavliving med bistand fra Beredskabsstyrelsen.,case,evaluert,,,,2020,https://www.ft.dk/samling/20211/almdel/GRA/bilag/46/2602658/index.htm,Granskningskommissionen om sagen om aflivning af mink / Folketinget,2022-06-30,saksfremstilling om gjennomføringen,Fødevarestyrelsen iværksætter med hjælp fra Beredskabsstyrelsen den besluttede aflivning.,primær,godt_dokumentert,"Kilde-ID DK-MINK22. Dokumenterer organisering/gjennomføring, ikke i seg selv at kapasiteten var tilstrekkelig.",R5-veterinar.md
R5-DK-004,R5,K2,DK,avliving/kriseledelse,Minkkommisjonens mandat og vurderinger er en gransking av beslutnings- og gjennomføringsforløpet; rapporten bør derfor ikke uten videre behandles som en egen bemannings- eller kompetanseevaluering.,tolkning,evaluert,,,,2020,https://www.ft.dk/aktuelt/nyheder/2022/06/minkkommissionens-beretning,Folketinget / Granskningskommissionen,2022-06-30,avsnittet Bakgrund,undersøge og redegøre for det samlede begivenhedsforløb,primær,godt_dokumentert,Kilde-ID DK-MINK22. Første del av påstanden er kildefakta; siste del er eksplisitt metodisk tolkning.,R5-veterinar.md
R5-FI-007,R5,K2,FI,dyrehelse/fugleinfluensa,Ruokavirasto opplyste i 2024 at etaten hadde deltatt i ulike evalueringer knyttet til fugleinfluensaepidemien i 2023.,fakta,evaluert,,,,2023-2024,https://www.ruokavirasto.fi/globalassets/tietoa-meista/mika-on-ruokavirasto/suunnittelu-ja-seuranta/maa-_ja_metsatalousministerion_ja_ruokaviraston_valisen_tulossopimuksen_valiraportti_vuodelta_2024.pdf,Ruokavirasto,2024-08-27,s. 5 (PDF 5),Vuoden 2023 epidemiaan liittyen on osallistuttu erilaisiin arviointeihin,primær,delvis,"Kilde-ID FI-RV24. De konkrete evalueringsrapportene ble ikke gjenfunnet, så metode og resultater kunne ikke etterprøves.",R5-veterinar.md
R5-FI-008,R5,K2,FI,forvaltning/personell,Ruokavirasto beskrev i 2024 et generelt misforhold mellom oppgaver og ressurser.,fakta,gjennomført,,,,2024,https://www.ruokavirasto.fi/globalassets/tietoa-meista/mika-on-ruokavirasto/suunnittelu-ja-seuranta/maa-_ja_metsatalousministerion_ja_ruokaviraston_valisen_tulossopimuksen_valiraportti_vuodelta_2024.pdf,Ruokavirasto,2024-08-27,s. 4 (PDF 4),resurssien ja tehtävien epätasapaino,primær,godt_dokumentert,"Kilde-ID FI-RV24. Gjelder hele etaten, ikke veterinærgruppen spesifikt.",R5-veterinar.md
R5-FI-009,R5,K2,FI,forvaltning/personell,"Ruokavirasto hadde i første del av 2024 rekrutteringspause og rekrutteringsforbud; dette er budsjett-/ressursstyring, ikke dokumentert mangel på kvalifiserte søkere.",fakta,gjennomført,,,,2024,https://www.ruokavirasto.fi/globalassets/tietoa-meista/mika-on-ruokavirasto/suunnittelu-ja-seuranta/maa-_ja_metsatalousministerion_ja_ruokaviraston_valisen_tulossopimuksen_valiraportti_vuodelta_2024.pdf,Ruokavirasto,2024-08-27,s. 4 (PDF 4),rekrytointitauko ja -kielto,primær,godt_dokumentert,Kilde-ID FI-RV24. Tolkningsbegrensning eksplisitt oppgitt.,R5-veterinar.md
R5-FI-010,R5,K2,FI,dyrehelse/personell,"Ruokavirasto brukte 54 årsverk på planlegging, styring og ekspertarbeid innen dyrehelse og dyrevelferd i 2020.",tall,gjennomført,,54,årsverk (htv),2020,https://www.ruokavirasto.fi/globalassets/tietoa-meista/mika-on-ruokavirasto/suunnittelu-ja-seuranta/ruokaviraston_tilinpaatos_vuodelta_2022.pdf,Ruokavirasto,2023-02-28,"s. 23 (PDF 23), tabell 13",54,primær,godt_dokumentert,Kilde-ID FI-RV22. Nevner: sentral etatsfunksjon; ikke bare veterinærer.,R5-veterinar.md
R5-FI-011,R5,K2,FI,dyrehelse/personell,Ruokavirasto brukte 63 årsverk på samme dyrehelse- og dyrevelferdsfunksjon i 2021.,tall,gjennomført,,63,årsverk (htv),2021,https://www.ruokavirasto.fi/globalassets/tietoa-meista/mika-on-ruokavirasto/suunnittelu-ja-seuranta/ruokaviraston_tilinpaatos_vuodelta_2022.pdf,Ruokavirasto,2023-02-28,"s. 23 (PDF 23), tabell 13",63,primær,godt_dokumentert,Kilde-ID FI-RV22. Nevner og definisjon som foregående rad.,R5-veterinar.md
R5-FI-012,R5,K2,FI,dyrehelse/personell,Ruokavirasto brukte 53 årsverk på samme dyrehelse- og dyrevelferdsfunksjon i 2022.,tall,gjennomført,,53,årsverk (htv),2022,https://www.ruokavirasto.fi/globalassets/tietoa-meista/mika-on-ruokavirasto/suunnittelu-ja-seuranta/ruokaviraston_tilinpaatos_vuodelta_2022.pdf,Ruokavirasto,2023-02-28,"s. 23 (PDF 23), tabell 13",53,primær,godt_dokumentert,Kilde-ID FI-RV22. Ikke et yrkestall.,R5-veterinar.md
R5-FI-013,R5,K2,FI,mattrygghet/personell,"Ruokavirasto brukte 79 årsverk på planlegging, styring og ekspertarbeid innen mattrygghet i 2020.",tall,gjennomført,,79,årsverk (htv),2020,https://www.ruokavirasto.fi/globalassets/tietoa-meista/mika-on-ruokavirasto/suunnittelu-ja-seuranta/ruokaviraston_tilinpaatos_vuodelta_2022.pdf,Ruokavirasto,2023-02-28,"s. 23 (PDF 23), tabell 13",79,primær,godt_dokumentert,Kilde-ID FI-RV22. Nevner: funksjonsårsverk; ikke bare matinspektører.,R5-veterinar.md
R5-FI-014,R5,K2,FI,mattrygghet/personell,Ruokavirasto brukte 84 årsverk på samme mattrygghetsfunksjon i 2021.,tall,gjennomført,,84,årsverk (htv),2021,https://www.ruokavirasto.fi/globalassets/tietoa-meista/mika-on-ruokavirasto/suunnittelu-ja-seuranta/ruokaviraston_tilinpaatos_vuodelta_2022.pdf,Ruokavirasto,2023-02-28,"s. 23 (PDF 23), tabell 13",84,primær,godt_dokumentert,Kilde-ID FI-RV22. Samme definisjon.,R5-veterinar.md
R5-FI-015,R5,K2,FI,mattrygghet/personell,Ruokavirasto brukte 86 årsverk på samme mattrygghetsfunksjon i 2022.,tall,gjennomført,,86,årsverk (htv),2022,https://www.ruokavirasto.fi/globalassets/tietoa-meista/mika-on-ruokavirasto/suunnittelu-ja-seuranta/ruokaviraston_tilinpaatos_vuodelta_2022.pdf,Ruokavirasto,2023-02-28,"s. 23 (PDF 23), tabell 13",86,primær,godt_dokumentert,Kilde-ID FI-RV22. Samme definisjon.,R5-veterinar.md
R5-FI-016,R5,K2,FI,forvaltning/personell,Etter Ruokavirastos samarbeidsforhandlinger i 2024 ble det beregnede reduksjonsbehovet oppgitt til 93 personer.,tall,plan_eller_oppdrag,,93,personer,2024,https://www.ruokavirasto.fi/globalassets/tietoa-meista/mika-on-ruokavirasto/suunnittelu-ja-seuranta/maa-_ja_metsatalousministerion_ja_ruokaviraston_valisen_tulossopimuksen_valiraportti_vuodelta_2024.pdf,Ruokavirasto,2024-08-27,s. 4 (PDF 4),vähennystarpeeksi jäi 93 henkilöä,primær,godt_dokumentert,"Kilde-ID FI-RV24. Planlagt reduksjonsbehov, ikke faktisk antall oppsagte og ikke veterinærspesifikt.",R5-veterinar.md
R5-FI-017,R5,K2,FI,forvaltning/personell,Ruokavirasto oppga at bemanningen ved inngangen til 2024 allerede var redusert om lag fem prosent før virkningen av de nye personaltilpasningene.,tall,gjennomført,,ca. 5,prosent,2024,https://www.ruokavirasto.fi/globalassets/tietoa-meista/mika-on-ruokavirasto/suunnittelu-ja-seuranta/maa-_ja_metsatalousministerion_ja_ruokaviraston_valisen_tulossopimuksen_valiraportti_vuodelta_2024.pdf,Ruokavirasto,2024-08-27,s. 4–5 (PDF 4–5),noin viisi prosenttia,primær,godt_dokumentert,Kilde-ID FI-RV24. Nevner: hele Ruokavirastos bemanning; årsaken beskrives som langvarig stram rekrutterings- og økonomistyring.,R5-veterinar.md
R5-NORD-001,R5,K1,NORD,slakteri/matforsyning,"De undersøkte ASF-kildene viser en direkte operativ kobling mellom dyresykdomsberedskap og slakteri-/kjøttkjeden, mens tilsvarende konkrete evalueringstekster om meierier/melk ikke ble funnet.",tolkning,evaluert,,,,2020-2025,https://www.ruokavirasto.fi/globalassets/viljelijat/elaintenpito/elaintautien-vastustaminen-ja-valvonta/loppuraportti_asf-teur.harj._060421.pdf,Ruokavirasto,2021-04-06,s. 3 og 8 (PDF 3 og 8),teurastamo sijaitsee rajoitusvyöhykkeellä,primær,delvis,Kilde-ID FI-POTSI-SLAKT. Første del er direkte dokumentert; fravær av meieriomtale gjelder bare det avgrensede kildesettet.,R5-veterinar.md
R6-SE-001,R6,BESLUTNING,SE,kommunal/regional matberedskap,"Statskontoret 2023:15 ble sitert og substansielt drøftet i SOU 2024:8; et foreslått spesifikt minimumskrav ble vurdert, men ikke fulgt.",offentlig utredning,,3,,,2024,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/statens-offentliga-utredningar/livsmedelsberedskap-for-en-ny-tid_hcb38/html/,Sveriges riksdag / Statens offentliga utredningar,2024,s. 187–188 i trykt paginering i HTML-utgaven,Statskontoret har framhållit att det bör införas tydligare krav på beredskapen i kommuner och regioner.,primærkilde,høy,"Dokumenterer omtale og vurdering, ikke implementering av Statskontorets anbefaling.",R6-forskning-praksis.md
R6-SE-002,R6,BESLUTNING,SE,primærproduksjon/lager,Prop. 2025/26:205 behandler eksplisitt SOU 2024:8s forslag om beredskapslagring innen jordbruksområdet.,proposisjon,,4,,,2026,https://www.regeringen.se/contentassets/1fb269cd906b4a4daa741f8f29449e23/beredskapslager-i-livsmedelskedjan-prop.-2025_26_205.pdf,Regeringen,2026-03-17,s. 9 (PDF 9),I denna proposition behandlas utredningens förslag om beredskapslagring inom jordbruksområdet,primærkilde,høy,Selve proposisjonen viser bruk av utredningen som grunnlag for lovgivningssaken.,R6-forskning-praksis.md
R6-SE-003,R6,BESLUTNING,SE,hele livsmedelskjeden/lager,SFS 2026:837 etablerte lovgrunnlag for svenske beredskapslagre i livsmedelskjeden med ikrafttredelse 1. juli 2026.,lov,,4,,,2026,https://data.riksdagen.se/dokument/sfs-2026-837.html,Sveriges riksdag / Svensk författningssamling,2026-05-28,3 §,Det ska i Sverige finnas beredskapslager av varor som ingår i livsmedelskedjan.,primærkilde,høy,Sluttpunktet i den dokumenterte SOU–proposisjon–lov-kjeden; ingen effektevaluering funnet.,R6-forskning-praksis.md
R6-SE-004,R6,EVALUERING,SE,hele matsystemet,Formas finansierte fem sentre for økt beredskap og konkurransekraft; utlysningen sier at sentrene skal følges opp og evalueres av Formas.,finansiering/evalueringsplan,,1,5,sentre,2024,https://formas.se/soka-finansiering/alla-utlysningar/utlysningar/2023-12-05-centrumbildningar-for-okad-beredskap-och-konkurrenskraft-i-livsmedelssystemet.html,Formas,2024-11-27,utlysningens resultat- og oppfølgingsdel,Centrumbildningarna kommer att följas upp och utvärderas av Formas.,primærkilde,høy,Planlagt evaluering er ikke en ferdig evaluering av bruk eller effekt.,R6-forskning-praksis.md
