id,pakke,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,status,relevans,kommentar
G3-FI-007,G3,K1,FI,forbruk / husholdning,72 tuntia-anbefalingen: kotivara skal rekke minst 72 timer for hele familien.,policy_mål,72,timer,https://72tuntia.fi/kotivara/,SPEK / 72 tuntia,u.å.,overskrift,"Kotivara riittää koko perheelle ainakin 72 tuntia",primær,lest_i_kilde,hvitbok_kap10,Nasjonal anbefaling formidlet via SPEK
G3-FI-008,G3,K1,FI,forbruk / husholdning,"Kotivara-råd: mat man bruker til daglig, tørrmat, og mat som kan lages uten strøm / spises kald; minst 5 l flaskevann per person på sjekklisten.",fakta,5,liter flaskevann per person (sjekkliste),https://72tuntia.fi/kotivara/,SPEK / 72 tuntia,u.å.,sjekkliste,"Pullovettä (vähintään 5 litraa/henkilö)",primær,lest_i_kilde,hvitbok_kap10,
G3-FI-009,G3,K1,FI,forbruk / husholdning,"SPEK-survey okt 2024 (n=1000/land): ca. 80 % av finner har mat for minst tre dager; tre av fire tror de kan lage mat uten strøm; færre enn én av tre har flaskevann for minst tre dager.",tall,80,prosent (mat ≥3 dager ca.),2024,https://www.epressi.com/tiedotteet/turvallisuus/many-finns-are-missing-the-most-crucial-emergency-supply.html,SPEK (ePressi),2024-12-02,brödtext,"around 80 per cent have enough food for at least three days … Three in four Finns believe that they would be able to prepare food without electricity.",primær,lest_i_kilde,indikator,Finansiert av NESA; pressemelding sitert
G3-FI-010,G3,K1,Norden,forbruk / husholdning,"SPEK 2024: selvvurdert klaring uten strøm lengst i Norge (7 dager) deretter Sverige (5 dager); stor andel finner anslår opptil tre dager.",tall,7,dager (NO selvvurdert),2024,https://www.epressi.com/tiedotteet/turvallisuus/many-finns-are-missing-the-most-crucial-emergency-supply.html,SPEK,2024-12-02,brödtext,"The period that respondents felt they could manage without electricity was the longest in Norway (seven days) and the second longest in Sweden (five days).",primær,lest_i_kilde,indikator,Selvvurdering; SPEK skriver feilaktig at NO anbefaler 3 dager
G3-SE-001,G3,K1,SE,primærproduksjon,Antall sysselsatte i svensk jordbruk 2023 var 158300 (−8100 / −5 % vs 2020).,tall,158300,personer,2023,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2024-06-13-sysselsattning-i-jordbruket-2023,Jordbruksverket,2024-06-13,ingress,"Antalet sysselsatta i jordbruket år 2023 var 158 300 personer, vilket är en minskning med 8 100 personer eller 5 % jämfört med 2020.",primær,lest_i_kilde,indikator,
G3-SE-002,G3,K1,SE,primærproduksjon,40 % av företagare i enskilda jordbruksföretag 2023 var 65 år eller eldre (opp fra 37 % i 2020).,tall,40,prosent av enkeltföretagare ≥65,2023,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2024-06-13-sysselsattning-i-jordbruket-2023,Jordbruksverket,2024-06-13,Fler företagare över 65 år,"Den största åldersgruppen bland företagarna i enskilda företag 2023 var personer äldre än 65 år. Antalet var drygt 20 100 personer, motsvarade 40 % av företagarna.",primær,lest_i_kilde,indikator,
G3-SE-003,G3,K1,SE,primærproduksjon,"LBR 2025: på 48 % av 54723 jordbruksföretag er brukeren over 60 år; bare ca. 4 % under 35.",tall,48,prosent av företag med brukere >60,2025,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2026-06-05-generationsvaxling-2026,Jordbruksverket,2026-06-05,Jordbrukarnas ålder,"På nästan hälften, 48 %, av de 54 723 jordbruksföretagen i Lantbruksregistret (LBR) 2025 är företagaren över 60 år, medan endast drygt 4 % är under 35 år.",primær,lest_i_kilde,hvitbok_kap7,
G3-SE-004,G3,K1,SE,primærproduksjon,"Enkät 2026 blant jordbrukere 60–80 år: bare knapt en fjerdedel har en etterfølger klar til å overta driften.",tall,24,prosent (knapt 1/4),2026,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2026-06-05-generationsvaxling-2026,Jordbruksverket,2026-06-05,sammanfattning,"Endast knappt en fjärdedel uppgav att det idag finns en efterträdare som är klar att ta över jordbruket",primær,lest_i_kilde,hvitbok_kap7,Urvalg 2013 av 11198; svar ca. 60 %
G3-SE-005,G3,K1,SE,primærproduksjon,"Hovedhindre for overdragelse: lønnsomhet (36,5 %), finansiering (22,3 %), finne etterfølger (21,7 %); kompetanse bare 5,5 %.",tall,36.5,prosent (lønnsomhet som hinder),2026,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2026-06-05-generationsvaxling-2026,Jordbruksverket,2026-06-05,tabell hinder,Lönsamhet | 36,5 %,primær,lest_i_kilde,bakgrunn,Flervalg mulig
G3-SE-006,G3,K1,SE,foredling,"Livsmedelsföretagen-enkät mars 2023: 94 % av medlemsbedrifter har vanskelig å finne/rekruttere rett kompetanse; anslått behov 20000 nye medarbeidere til 2028.",tall,94,prosent; behov 20000 personer til 2028,2023,https://www.livsmedelsforetagen.se/nyheter/svensk-livsmedelsindustri-behover-20-000-nya-medarbetare-till-2028/,Livsmedelsföretagen,2023-05-03,ingress,"94 procent av företagen att de redan idag har svårt att hitta och rekrytera rätt kompetens … 20 000 nya medarbetare",sekundær,lest_i_kilde,hvitbok_kap7,Bransjeorg.; 134 av 800 medlemmer (69 % av ansatte)
G3-SE-007,G3,K1,SE,foredling,"Vanskeligste kompetanser å finne: spesialisert produksjon (baker/styckare/brygger), processteknik, automation, underhåll/mekaniker, industrielektriker.",fakta,,,2023,https://www.livsmedelsforetagen.se/nyheter/svensk-livsmedelsindustri-behover-20-000-nya-medarbetare-till-2028/,Livsmedelsföretagen,2023-05-03,Åtta av tio…,"De svåraste kompetenserna att hitta är specialiserad kunskap inom produktion … processteknik, automation, underhåll/mekaniker och industrielektriker/elektriker.",sekundær,lest_i_kilde,hvitbok_kap7,Relevant for anleggsdrift; ikke strømbrudd-spesifikt
G3-SE-008,G3,K1,SE,distribusjon og handel,"TYA Trendindikatorn Åkeri 2023 (via bransjemedie): behov 5044 lastbilssjåfører på helåret; 43 % av 948 åkeri hadde rekrutteringsvansker siste 12 mnd.",tall,5044,sjåfører (årsbehov); 43 % vansker,2023,https://dagenslogistik.se/tya-rapport-fortsatt-stor-forarbrist/,Dagens Logistik (om TYA),2023-08-23,brödtext,"2 648 lastbilschaufförer de kommande sex månaderna och 5 044 på helåret … 43 procent att de haft svårt att hitta arbetskraft",sekundær,lest_i_kilde,indikator,Primærrapport TYA ikke lastet direkte
G3-SE-009,G3,K1,SE,forbruk / storhusholdning,"Livsmedelsverket: ca. 3 millioner offentlige måltider serveres daglig i vård, skola og omsorg; ansvar hos kommuner/regioner også i krise.",tall,3000000,måltider per dag,https://www.livsmedelsverket.se/beredskap/livsmedelsberedskap-for-offentliga-aktorer/krisberedskap-for-offentliga-kok/,Livsmedelsverket,u.å.,ingress,"Varje dag serveras cirka tre miljoner måltider inom vård, skola och omsorg.",primær,lest_i_kilde,hvitbok_kap7,
G3-SE-010,G3,K1,SE,forbruk / storhusholdning,"Beredskapshandbok for offentlige måltider (2022) støtter kontinuitetsanalyse, krismenyer, livsmedelslager og beredskap i innkjøp/leverandøravtaler.",implementert,,,2022,https://www.livsmedelsverket.se/beredskap/livsmedelsberedskap-for-offentliga-aktorer/krisberedskap-for-offentliga-kok/material-for-att-starka-beredskapen-for-de-offentliga-maltiderna,Livsmedelsverket,2022 (håndbok),handbok-punkter,"Stöd för hur man kan arbeta med krismenyer och livsmedelslager samt hur man kan inkludera ett beredskapsperspektiv i upphandlingar",primær,lest_i_kilde,hvitbok_kap7,Verktøy publisert; dekning av bruk ikke tallfestet
G3-SE-011,G3,K1,SE,forbruk / storhusholdning,Livsmedelsverket utga øvingskort (2023) og ytterligere diskusjons-/scenariestøtte for måltidsvirksomheter (MSB-finansiert prosjekt 2023–2024).,case,,,2023,https://www.livsmedelsverket.se/om-oss/publikationer/handbocker-och-verktyg/ovningskort-for-okad-beredskap-inom-maltidsverksamheter/,Livsmedelsverket,2023,publikasjonsinfo,"En övningskortlek för de offentliga måltidsverksamheterna … Utgivningsår 2023",primær,lest_i_kilde,søknad,Nasjonal øvelsesstatistikk ikke funnet
G3-SE-012,G3,K1,SE,forbruk / husholdning,Krisinformation.se: planlegg å klare deg selv minst én uke (hemberedskap).,policy_mål,7,dager (minst),2024,https://www.krisinformation.se/forbered-dig/hemberedskap/,MSB / Krisinformation.se,oppdatert 2024-11-18,ingress,"Planera därför för att kunna klara dig själv i minst en vecka",primær,lest_i_kilde,hvitbok_kap10,
G3-SE-013,G3,K1,SE,forbruk / husholdning,"MSB-brosjyre: mat som kan lagres i romtemperatur, rask tilberedning/lite vann/spisbar uten tilberedning; minst 3 l vann per voksen per døgn.",fakta,3,liter vann per voksen per døgn,2024,https://rib.msb.se/filer/pdf/30828.pdf,MSB,2024,Hemberedskap Mat/Vatten,"Du behöver mat som mättar … kan förvaras i rumstemperatur. … Du behöver minst tre liter vatten per dygn",primær,lest_i_kilde,hvitbok_kap10,Utsendelse start 18.11.2024
G3-SE-014,G3,K1,SE,forbruk / husholdning,"MSB Allmänhetens hemberedskap: 73 % har mat i husholdet under en uke-scenario; 64 % anslår minst 3–4 døgn, herav 30 % minst én uke.",tall,73,prosent (mat); 64 % ≥3–4 døgn; 30 % ≥1 uke,2024,https://rib.msb.se/filer/pdf/30806.pdf,MSB,2024,sammendrag s. slutten,"Mat (73%) … Majoriteten (64%) uppger att de klarar sig minst 3-4 dygn, varav 30% uppger att de skulle klara sig minst en vecka.",primær,lest_i_kilde,indikator,
G3-DK-001,G3,K1,DK,forbruk / husholdning,Fødevarestyrelsen anbefaler lager med mad og drikke til tre døgn.,policy_mål,3,døgn,https://foedevarestyrelsen.dk/kost-og-foedevarer/foedevaresikkerhed/foedevareberedskab/forberedt-paa-kriser,Fødevarestyrelsen,u.å.,ingress,"Myndighederne anbefaler, at du og din familie kan klare jer i tre døgn",primær,lest_i_kilde,hvitbok_kap10,
G3-DK-002,G3,K1,DK,forbruk / husholdning,"Anbefaling: langtidsholdbare varer uten kjøling og med ingen/minimal tilberedning; 3 l vann/person/døgn (9 l/person for tre dager).",fakta,9,liter vann per person for 3 døgn,https://foedevarestyrelsen.dk/kost-og-foedevarer/foedevaresikkerhed/foedevareberedskab/forberedt-paa-kriser,Fødevarestyrelsen,u.å.,Vand,"Hvis du derfor har 9 liter vand per person i dit lager, har du vand til at drikke og til at lave mad til tre dage.",primær,lest_i_kilde,hvitbok_kap10,
G3-DK-003,G3,K1,DK,forbruk / husholdning,"Ved bortfall av komfyr: stormkøkken, campingkøkken eller grill kun utendørs; ellers lager uten behov for tilberedning.",fakta,,,https://foedevarestyrelsen.dk/kost-og-foedevarer/foedevaresikkerhed/foedevareberedskab/forberedt-paa-kriser,Fødevarestyrelsen,u.å.,råd 3,"Hvis du ikke kan bruge dit komfur, kan du tilberede din mad på alternative måder med: Stormkøkken … Grill (kun udendørs",primær,lest_i_kilde,hvitbok_kap10,
G3-DK-004,G3,K1,DK,forbruk / storhusholdning,"Københavnermodellen: mål 90 % økologi i kommunale kjøkken; Madhus etablert 2007 for bedre offentlige måltider i ca. 900 kjøkken.",case,90,prosent økologi (mål),2001/2007,https://kbh-madhus.webflow.io/omos/kobenhavnermodellen,Københavns Madhus,u.å.,historikk,"kommunens offentlige køkkener skulle nå 90 % økologi … Fonden Københavns Madhus etableret … cirka 900 køkkener",sekundær,lest_i_kilde,case,Ikke kriseøvelse; kompetanse for mat fra bunnen
G3-DK-005,G3,K1,DK,forbruk / storhusholdning,"Madhus-metode: merutgift 15–20 % ved ren økologiomlegging kompenseres via drift; råvarekvalitet krever sesongkunnskap og evne til å lage mat fra bunnen.",fakta,15-20,prosent merutgift (råvarebytte),https://kbh-madhus.webflow.io/omos/kobenhavnermodellen,Københavns Madhus,u.å.,Fokus 2,"Råvarekvalitet kræver … tid og evner til at lave god og nærende mad fra bunden.",sekundær,lest_i_kilde,hvitbok_kap7,Relevant for alternative råvarer; ikke beredskapseffekt vurdert
G3-IS-001,G3,K1,IS,forbruk / husholdning,"Almannavarnir heimilisáætlun: husholdninger skal ha plan, nødkasse og være forberedt på å klare seg til hjelp kommer; konkrete matdager ikke tallfestet på siden.",policy_mål,,,https://www.almannavarnir.is/forvarnir-og-fraedsla/heimilisaaetlun/,Almannavarnir,u.å.,brödtext,"því þarf fólk að vera undir það búið að bjarga sér sjálft, þar til hjálpin berst.",primær,lest_i_kilde,hvitbok_kap10,Matdager ikke spesifisert her
G3-NO-015,G3,K1,NO,foredling / sjømat,"UDI-retningslinje: sesongarbeid særlig utbredt i jordbruk og bl.a. fiskeforedling; nasjonalt antall utenlandske i sjømatforedling 2023–2025 ikke funnet i avgrenset søk.",fakta,,,https://www.udiregelverk.no/en/documents/udi-guidelines/udi-2010-131/,UDI,2010-131 (gjeldende),definisjon,"Seasonal work is particularly widespread in agriculture … and in the restaurant, forestry, fish processing, horticulture and tourism industries.",primær,lest_i_kilde,bakgrunn,Omfang: ikke funnet
G3-EU-001,G3,K1,EU/NO,distribusjon og handel,"IRU Europe Truck Driver Shortage Report 2023 (preview): ca. 233000 ubesatte lastebilsjåførtjenester i EU+Norge+UK, ca. 7 %.",tall,233000,ubesatte tjenester (ca.),2023,https://www.ace-cargadores.com/wp-content/uploads/2024/05/Boletin_1703/Europe%20Truck%20Driver%20Shortage%20Report%202023%20-%20Preview.pdf,IRU,2023,preview,ca. 233 000 ubesatte / ~7 %,sekundær,kun_sammendrag,indikator,Landsspesifikke nordiske tall ikke i preview
G3-XX-001,G3,K1,Norden,foredling,"Spesifikke øvelser/evalueringer av kritiske personellroller for å holde matforedlingsanlegg i drift ved strømbrudd: ikke funnet i avgrenset søk.",vurdering,,,ikke funnet i avgrenset søk,executor G3,2026-09-14,gap-notat,ikke funnet i avgrenset søk,primær,ikke_verifisert,bakgrunn,Søk: strømavbrott/power outage + livsmedelsindustri/matindustri + beredskap
G3-XX-002,G3,K1,NO/FI/IS,forbruk / storhusholdning,"Nasjonale øvelsesstatistikker/evalueringer for offentlige kjøkken (mat fra bunnen med alternative råvarer ved leveransesvikt): ikke funnet for NO/FI/IS i avgrenset søk.",vurdering,,,ikke funnet i avgrenset søk,executor G3,2026-09-14,gap-notat,ikke funnet i avgrenset søk,primær,ikke_verifisert,bakgrunn,SE har verktøy; dekning av gjennomførte øvelser heller ikke tallfestet
G3-XX-003,G3,K1,DK/IS,primærproduksjon,"Offisielle tall for bondens gjennomsnittsalder og utenlandsk sesongarbeidskraft (DK/IS) ikke hentet fra primær statistikk i denne leveransen.",vurdering,,,ikke funnet i avgrenset søk,executor G3,2026-09-14,gap-notat,ikke funnet i avgrenset søk,primær,ikke_verifisert,bakgrunn,Nordregio timeout for Island-kapittel
G4-NF-001,G4,K3,Norden,—,"NordForsk-utlysningen krever at prosjekteier er forskningsutførende organisasjon; Danmark kan ikke være prosjekteier, men danske partnere kan finansieres.",policy_mål,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ Eligibility / Funding,"the project owner cannot be from Denmark, but from Norway, Sweden, Finland",primær,lest_i_kilde,søknad,Leset 2026-09-14
G4-NF-002,G4,K3,Norden,,Utlysningen er ikke rettet mot implementering eller pilotering; prosjekteier må være research performing organisation.,policy_mål,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ Aim of the call,The call is not aimed at implementation or piloting.,primær,lest_i_kilde,søknad,
G4-NO-001,G4,K3,NO,primærproduksjon;foredling,NMBU Sustainability Arena for Sustainable Food Systems er aktiv 1.9.2022–1.9.2026 som tverrfaglig arena for bærekraftige matsystemer.,fakta,,,2022,https://www.nmbu.no/en/research/projects/nmbu-sustainability-arena-sustainable-food-systems,NMBU,2022,Project timeframe,01 Sep 2022 - 01 Sep 2026,primær,lest_i_kilde,aktørkart,
G4-NO-002,G4,K3,NO,primærproduksjon;avfall og sidestrømmer,"FeedLoop (NMBU, NFR) redesignen lokale matsystemer i Tolga og Steinkjer for sirkulær bruk av biomasse og redusert fôr–mat-konflikt (2025–2027).",fakta,,,2025,https://www.nmbu.no/en/research/projects/feedloop,NMBU,2025,Timeframe / About,01 Jan 2025 - 31 Dec 2027,primær,lest_i_kilde,hvitbok_kap7,
G4-NO-003,G4,K3,NO,primærproduksjon;foredling,Gene2Bread skal øke norsk selvforsyning av mathvete for matsikkerhet og beredskap; ledes av Nofima med NMBU/NIBIO og industripartnere.,fakta,,,2024,https://www.nmbu.no/en/research/projects/gene2bread,NMBU,2024,Ingress / Other participants,increase self-sufficiency in milling wheat in Norway,primær,lest_i_kilde,hvitbok_kap7,"Industri: Norgesmøllene, Bakehuset, Orkla m.fl."
G4-NO-004,G4,K3,NO,"forbruk, storhusholdning og kjøkken",NMBU tilbyr toårig master Sustainable Food Systems (120 ECTS) med fokus på systemanalyse og transformasjon av matsystemer.,fakta,,,2026,https://www.nmbu.no/en/studies/master-2-year/sustainable-food-systems,NMBU,,Programme page,"understand, analyse and change food systems",primær,lest_i_kilde,søknad,Ikke dedikert beredskapstittel
G4-NO-005,G4,K3,NO,foredling;distribusjon og handel,"Nofima leder nordisk prosjekt Akvatiske matsystemer i Norden (des 2024–jan 2026, Nordisk ministerråd) som kartlegger akvatiske systemers rolle for matsikkerhet og beredskap.",fakta,,,2024,https://nofima.no/prosjekt/akvatiske-matsystemer-i-norden/,Nofima,2024-12-01,Mål pkt 2,kartlegge rollen til akvatiske matsystemer for matsikkerhet og beredskap,primær,lest_i_kilde,aktørkart,"Partnere bl.a. Lund, Aarhus, KU, Luke"
G4-NO-006,G4,K3,NO,foredling;import og innsatsvarer,"Prosjektet The role of seafood in Norwegian food security (FHF, 2025–2027) skal gi forskningsbasert dokumentasjon og råd for å styrke matsikkerhet.",fakta,,,2025,https://nofima.com/projects/the-role-of-seafood-in-norwegian-food-security/,Nofima,2025-08-13,Objectives,provide the basis for concrete advice to strengthen security,primær,lest_i_kilde,søknad,"Partnere FFI, HI, TØI"
G4-NO-007,G4,K3,NO,primærproduksjon,"ResNor/Resilient North (NFR, 2025–2029, ledet UiT, Nofima partner) skal styrke kunnskap om matproduksjon og matsikkerhet i Nord-Norge.",fakta,,,2025,https://nofima.com/projects/resilient-north-food-production-food-safety-and-public-health-in-northern-norway/,Nofima,2025,Background/Objectives,strengthen food production and food security in Northern Norway,primær,lest_i_kilde,aktørkart,
G4-NO-008,G4,K3,NO,import og innsatsvarer;primærproduksjon,"LMD formidlet NIBIO-rapport om norsk matsikkerhet og forsyningsberedskap på regjeringen.no (2021), inkludert tre pilarer for matsikkerhet.",case,,,2021,https://www.regjeringen.no/no/dokumentarkiv/regjeringen-solberg/aktuelt-regjeringen-solberg/lmd/nyheter/2021/sept-21/norsk-matsikkerhet-i-en-ustabil-verden/id2873090/,Landbruks- og matdepartementet,2021-09-30,Nyhetstekst,I den ferske rapporten fra NIBIO har forskere analysert hva som kan utfordre beredskapen,primær,lest_i_kilde,hvitbok_kap10,Dokumentert konvertering myndighet
G4-NO-009,G4,K3,NO,import og innsatsvarer;foredling,"NFD publiserte OE-rapport (2023) om sårbarhet i globale forsyningskjeder for matvarer, utført med NIBIO, SINTEF Ocean og NUPI.",case,,,2023,https://www.regjeringen.no/no/dokumenter/en-gjennomgang-av-sarbarheten-i-globale-forsyningskjeder-for-matvarer/id2999602/,Nærings- og fiskeridepartementet,2023,Dokumentside,"i samarbeid med Norsk institutt for bioøkonomi (NIBIO), SINTEF Ocean",primær,lest_i_kilde,hvitbok_kap10,Myndighetsoppdrag = konvertering
G4-NO-010,G4,K3,NO,"primærproduksjon;forbruk, storhusholdning og kjøkken","BestPrepared (NIBIO, NFR, 2026–2030) etablerer nødshager/living labs for mat- og samfunnsberedskap via urbant landbruk og sanking.",fakta,,,2026,https://www.nibio.no/en/projects/bestprepared,NIBIO,2026,Project page,establish emergency gardens,primær,lest_i_kilde,aktørkart,
G4-NO-011,G4,K3,NO,primærproduksjon;distribusjon og handel,SINTEF-rapporten Fra jord til soldatens bord (2026) analyserer lokal matberedskap i totalforsvarsperspektiv på Fosen/Ørland.,evaluering,,,2026,https://www.sintef.no/publikasjoner/publikasjon/019db44b1a56-5523b3bf-28bf-4e3a-9e26-119a00bdfa5c/,SINTEF Digital,2026-04-21,Sammendrag,lokal og regional matproduksjon kan spille en viktigere rolle i samfunnets beredskap,primær,lest_i_kilde,hvitbok_kap7,SINTEF Ocean også forfatterinstitusjon
G4-NO-012,G4,K3,NO,primærproduksjon,"LoMaTo er forankret i intensjonsavtalen «Fra jord til soldatens bord» mellom Ørland flystasjon, kommune, Statsforvalteren, fylkeskommune og Bondelaget.",case,,,2026,https://www.sintef.no/siste-nytt/2026/-lokalprodusert-mat-til-forsvaret-er-den-nye-beredskapen/,SINTEF / Gemini,2026-05-27,Om prosjektet,Fra jord til soldatens bord,primær,lest_i_kilde,hvitbok_kap10,Konvertering til forsvars-/kommunesamarbeid
G4-NO-013,G4,K3,NO,"primærproduksjon;forbruk, storhusholdning og kjøkken",Ruralis Pathways to Preparedness (2026–2029) undersøker hverdagsberedskap inkludert bønders strategier og sanking for matsikkerhet.,fakta,,,2026,https://ruralis.no/en/projects/veier-til-beredskap-nye-perspektiver-pa-sosiookologisk-motstandsdyktighet-og-hverdagslig-sivil-beredskap/,Ruralis,2026,Project period,contribute to increased food security,primær,lest_i_kilde,aktørkart,
G4-NO-014,G4,K3,NO,import og innsatsvarer;avfall og sidestrømmer,"SUSFEED (Ruralis m.fl., 2021–2026) utvikler modell for norsk fôrforsyning med 18 nærings-/interessentpartnere.",fakta,,,2021,https://ruralis.no/en/projects/susfeed-baerekraftig-norsk-forproduksjon/,Ruralis,,Collaboration partners,"working closely with 18 business partners, stakeholders",primær,lest_i_kilde,hvitbok_kap7,Konverteringskanal industri
G4-NO-015,G4,K3,NO,"forbruk, storhusholdning og kjøkken;distribusjon og handel","FOODprepared (SIFO/OsloMet, NFR, 2026–2029) skal lage veikart for styrket kommunal matberedskap og database over regional selvforsyning.",fakta,,,2026,https://www.oslomet.no/forskning/forskningsprosjekter/foodprepared,OsloMet / SIFO,2026,Leveranser,veikart for styrket matberedskap for en koordinert kommunal innsats,primær,lest_i_kilde,søknad,"Partnere KS, Mattilsynet, NIBIO, KU"
G4-NO-016,G4,K3,NO,,"NMBU, Nofima, NIBIO, SINTEF, Ruralis og OsloMet/SIFO er forskningsutførende organisasjoner i Norge og kan dermed være NordForsk-prosjekteier i matsecurity-utlysningen.",vurdering,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ,project owner must be a research performing organisation,primær,lest_i_kilde,søknad,Institusjonstype verifisert via institusjonssider
G4-SE-001,G4,K3,SE,"primærproduksjon;foredling;forbruk, storhusholdning og kjøkken",SLU deltar som akademisk partner i alle fem Formas-sentre for økt beredskap og konkurransekraft i livsmedelssystemet (kunngjort nov/des 2024).,fakta,,,2024,https://www.slu.se/nyheter/2024/12/slu-medverkar-i-fem-nya-centrumbildningar/,SLU,2024-12-13,Ingress,SLU medverkar som akademisk partner i alla fem,primær,lest_i_kilde,aktørkart,"PLATE, Food Defence, PLENTY, AgroDrive, FORCE"
G4-SE-002,G4,K3,SE,primærproduksjon,"Food Defence Research Centre (FOI-koordinert) inkluderer SLU, SVA, Livsmedelsverket og Jordbruksverket for å håndtere angrep mot livsmedelssystemet.",fakta,,,2024,https://www.slu.se/nyheter/2024/12/slu-medverkar-i-fem-nya-centrumbildningar/,SLU,2024-12-13,Food Defence-avsnitt,"tillsammans med SLU, SVA, Livsmedelsverket och Jordbruksverket",primær,lest_i_kilde,hvitbok_kap10,Myndighetsintegrert FoU
G4-SE-003,G4,K3,SE,foredling;avfall og sidestrømmer,"FORCE (Lund-koordinert Formas-senter) skal styrke beredskap, bærekraft og konkurransekraft i svensk livsmedelssystem med akademi, industri og offentlig sektor.",fakta,,,2024,https://force-sweden.se/,FORCE / Lunds universitet,2024,Om centret,"stärka beredskap, hållbarhet och konkurrenskraft",primær,lest_i_kilde,aktørkart,
G4-SE-004,G4,K3,SE,distribusjon og handel,Länsstyrelsen Skåne oppgir som FORCE-partner at senteret vil bidra til deres arbeid med försörjnings- och förmågeplanering i livsmedelssektoren.,case,,,2024,https://force-sweden.se/,FORCE,,Partners – Länsstyrelsen Skåne,bidra mycket till vårt arbete med försörjnings- och förmågeplanering,primær,lest_i_kilde,hvitbok_kap10,Dokumentert forventet myndighetsbruk
G4-SE-005,G4,K3,SE,primærproduksjon;foredling,AgroDrive (RISE-ledet Formas-senter) skal bidra til fossilfri energi i jordbruk/livsmedel og samtidig styrke Sveriges evne til å produsere mat i krisetid.,fakta,,,2024,https://www.slu.se/nyheter/2024/12/slu-medverkar-i-fem-nya-centrumbildningar/,SLU (omtale av RISE-senter),2024-12-13,AgroDrive-avsnitt,stärka Sveriges förmåga att producera livsmedel i kristider,primær,lest_i_kilde,hvitbok_kap7,RISE.se blokkert i søk; SLU primær for denne påstanden
G4-SE-006,G4,K3,SE,primærproduksjon;distribusjon og handel;avfall og sidestrømmer,"RegioFoodS (Lund koordinator, Vinnova/FutureFoodS, feb 2026–jan 2029) utvikler metode for å kartlegge langsiktig resiliens i regionale nordisk-baltiske matsystemer.",fakta,,,2026,https://www.vinnova.se/p/fran-regionalt-till-transnationellt-varde---hur-regionala-livsmedelssystem-kan-starka-resiliens-och-sjalvforsorjning-i-norden-och-baltikum---regiofoods/,Vinnova,2025,Prosjektinfo,långsiktiga motståndskraften hos regionala livsmedelssystem,primær,lest_i_kilde,søknad,Diarienummer 2025-00081
G4-SE-007,G4,K3,SE,primærproduksjon,"AgroMixNorth (NordForsk 2023–2026), ledet av Anke Herrmann ved SLU, forsker på klimasmarte diversifiserte dyrkingssystemer i Norden/Baltikum.",fakta,,,2023,https://nordforsk.org/projects/climate-smart-resilience-through-diversified-cropping-systems-identifying-springboards,NordForsk,2023,Project facts,Project leader Anke Herrmann. Swedish University of Agricultural Sciences SLU,primær,lest_i_kilde,aktørkart,Prior NordForsk-deltakelse SLU
G4-SE-008,G4,K3,SE,,"SLU tilbyr master Sustainable Food Systems (120 credits, Uppsala) med bredde langs verdikjeden; dedikert livsmedelsberedskap-kurs ikke funnet i avgrenset søk.",fakta,,,2026,https://www.slu.se/en/study/programmes-courses/masters-programmes/sustainable-food-systems/,SLU,,Programme information,challenges throughout the food chain,primær,lest_i_kilde,søknad,
G4-SE-009,G4,K3,SE,,Lunds universitet mottar ca. 45 av 60 millioner kroner i FORCE-senteret for forskerstillinger ved LTH og Ekonomihögskolan.,tall,45,MSEK (ca.),2024,https://www.lu.se/artikel/nytt-centrum-livsmedelsberedskap-far-60-miljoner-kronor,Lunds universitet,2024-12-04,Artikkeltekst,varav knappt 45 miljoner går till Lunds universitet,primær,lest_i_kilde,aktørkart,
G4-FI-001,G4,K3,FI,primærproduksjon;distribusjon og handel,"TREFORM (Luke, Suomen Akatemia, 2020–2023) utviklet løsninger og anbefalinger for beslutningstaking for mer resilient matsystem og kriseberedskap.",fakta,,,2023,https://www.luke.fi/en/projects/treform,Luke,,Introduction,recommendations for short and long term decision-making,primær,lest_i_kilde,hvitbok_kap10,
