priority,status,action,name,key,mentions,sources,score,context,source_examples
LOW,missing_candidate,park_or_ignore_until_confirmed,Public Investment Bank,public-investment-bank,1,1,8,"ck soldier fly, posted revenues of €5 million and losses of €35 million in 2024. Its US factory has suspended operations for 18 months. As the president of the Public Investment Bank acknowledged, these companies face a ",research/evidence-pack/sirkular-konkurser/_benchmarks/ynsect-onei.md
LOW,missing_candidate,park_or_ignore_until_confirmed,SaaS Green,saas-green,1,1,8,"ions about the link between food technology and climate change. She is also the co-founder and CEO of organic sourcing platform Ekowarehouse and climate tech SaaS Source Green . Additionally, Sonalie is a global keynote ",research/evidence-pack/sirkular-konkurser/_overview/greenqueen-consolidation-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Prev Post In,prev-post-in,1,1,8,"eaker, an advisor to multiple mission-driven startups and NGOs, and a venture partner and advisor to several venture capital funds. View all posts Prev Post In the Netherlands, Shrinking Livestock Numbers Could Give Hybr",research/evidence-pack/sirkular-konkurser/_overview/greenqueen-consolidation-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Shrinking Livestock Numbers Could Give,shrinking-livestock-numbers-could-give,1,1,8,"ssion-driven startups and NGOs, and a venture partner and advisor to several venture capital funds. View all posts Prev Post In the Netherlands, Shrinking Livestock Numbers Could Give Hybrid Dairy A Boost Next Post Hyund",research/evidence-pack/sirkular-konkurser/_overview/greenqueen-consolidation-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Hybrid Dairy Boost Next,hybrid-dairy-boost-next,1,1,8,"enture partner and advisor to several venture capital funds. View all posts Prev Post In the Netherlands, Shrinking Livestock Numbers Could Give Hybrid Dairy A Boost Next Post Hyundai Bets on Plastic-Free, Grain-Based Le",research/evidence-pack/sirkular-konkurser/_overview/greenqueen-consolidation-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Us Climate Kitchen Subscribe,us-climate-kitchen-subscribe,1,1,8,imate Feed Fellowship Green Queen Cookbook Work With Us Submit Press Release Latest Press Releases Book Sonalie Figueiras About Us Team Contact Us Climate Kitchen Subscribe to Our Newsletter Climate Feed Fellowship &#821,research/evidence-pack/sirkular-konkurser/_overview/greenqueen-consolidation-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Zoe Peden,zoe-peden,1,1,8,"mbitious solutions remains. Largely, the investors agree that the market for climate tech remains vast. “The problems that were there before, are still there,” Zoe Peden , partner at Ananda Impact Ventures, recently told",research/evidence-pack/sirkular-konkurser/_overview/impactloop-failures-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Ananda Impact Ventures,ananda-impact-ventures,1,1,8,"ins. Largely, the investors agree that the market for climate tech remains vast. “The problems that were there before, are still there,” Zoe Peden , partner at Ananda Impact Ventures, recently told Impact Loop. “In fact ",research/evidence-pack/sirkular-konkurser/_overview/impactloop-failures-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Former CEO Peter Carlsson,former-ceo-peter-carlsson,1,1,8,"keaway is that Europe should think carefully before trying to compete head on with Asia on low cost lithium-ion batteries, a race many believe is already lost. Former CEO Peter Carlsson has since reflected that Northvolt",research/evidence-pack/sirkular-konkurser/_overview/impactloop-failures-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Patrick Nathan,patrick-nathan,1,1,8,"cting on the past events, I want to share one new key learning with my fellow founders: Never give away control of your own start-up. Never,” Lilium co-founder Dr. Patrick Nathan wrote on LinkedIn at the time. Analysts h",research/evidence-pack/sirkular-konkurser/_overview/impactloop-failures-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,By RAStech,by-rastech,1,1,8,"tion Archives eNews Archives Subscribe --> --> --> Industry update News Billund Aquaculture to declare bankruptcy amid financial challenges July 29, 2024&nbsp; By RAStech staff Kristoffer Lund is group CEO of Billund Aqu",research/evidence-pack/sirkular-konkurser/billund-aquaculture/media-rastech.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Outgoing CEO Helene Nielsen,outgoing-ceo-helene-nielsen,1,1,8,"ket, the company struggled to maintain financial stability. Over the past year, its share price fell by nearly 78%, and more than 99% over the past five years. Outgoing CEO Helene Nielsen also commented publicly: &#8220;",research/evidence-pack/sirkular-konkurser/dug-foodtech/media-vegconomist-2026.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Advertisement But,advertisement-but,1,1,8,ocess based on a new model developed by a partner company based in Germany. The company is still looking for nearly €25m in funding to relaunch its activities. Advertisement But whether it successfully turns the business,research/evidence-pack/sirkular-konkurser/enorm-biofactory/analysis-sifted-ynsect.md
LOW,missing_candidate,park_or_ignore_until_confirmed,VCs Daphné Leprince-Ringuet Daphn,vcs-daphne-leprinceringuet-daphn,1,1,8,"nAI&#x27;s Laura Modiano on hackathons, Lovable and how startups can partner with the tech giant News EIF launches €15bn fund of funds to back 100 growth-stage VCs Daphné Leprince-Ringuet Daphné Leprince-Ringuet is a sen",research/evidence-pack/sirkular-konkurser/enorm-biofactory/analysis-sifted-ynsect.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Leprince-Ringuet,leprinceringuet,1,1,8,"ons, Lovable and how startups can partner with the tech giant News EIF launches €15bn fund of funds to back 100 growth-stage VCs Daphné Leprince-Ringuet Daphné Leprince-Ringuet is a senior reporter for Sifted, based in P",research/evidence-pack/sirkular-konkurser/enorm-biofactory/analysis-sifted-ynsect.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Sifted's AI,sifteds-ai,1,1,8,"to back 100 growth-stage VCs Daphné Leprince-Ringuet Daphné Leprince-Ringuet is a senior reporter for Sifted, based in Paris. She covers French tech and writes Sifted's AI and Deeptech newsletter . You can find her on X ",research/evidence-pack/sirkular-konkurser/enorm-biofactory/analysis-sifted-ynsect.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Henrik Selchau Poulsen,henrik-selchau-poulsen,1,1,8,"estors. According to a notice posted on November 1, however, ENORM was formally issued with a bankruptcy decree on October 30, with a court appointing attorney Henrik Selchau Poulsen as trustee. Parties with claims again",research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-agfundernews-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Toke Munk Schou,toke-munk-schou,1,1,8,"ey Henrik Selchau Poulsen as trustee. Parties with claims against ENORM are required to submit them to Poulsen by the end of the month. In a post on LinkedIn , Toke Munk Schou, head of biological R&amp;D at the firm, con",research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-agfundernews-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,ENORM COO Jane Lind Sam,enorm-coo-jane-lind-sam,1,1,8,rm Innovafeed says plans to build a commercial scale BSFL facility at an ADM corn milling site in the US “ remain very much alive. ” AgFunderNews has contacted ENORM COO Jane Lind Sam for further comment. Further reading,research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-agfundernews-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,South African,south-african,1,1,8,lity at an ADM corn milling site in the US “ remain very much alive. ” AgFunderNews has contacted ENORM COO Jane Lind Sam for further comment. Further reading: South African insect ag co Inseco calls it quits amid power ,research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-agfundernews-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,France’s BSF,frances-bsf,1,1,8,ingredients Alternative aquafeed ingredients Post-harvest Economics Startups Europe Denmark Related Alternative aquafeed ingredients FrenchFly aims to advance France’s BSF sector 30 March 2026 Insect meal: can the sector,research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-thefishsite-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Skretting Vietnam,skretting-vietnam,1,1,8,quafeed ingredients FrenchFly aims to advance France’s BSF sector 30 March 2026 Insect meal: can the sector still deliver on its 2030 promise? 18 December 2025 Skretting Vietnam and Entobel partner to launch insect-based,research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-thefishsite-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Gorjan Nikolik,gorjan-nikolik,1,1,8,d Entobel partner to launch insect-based shrimp feed 28 November 2025 Economics A new era for shrimp farming in China.. and beyond? 10 December 2025 Rabobank / Gorjan Nikolik reports Rabobank optimistic despite reduced g,research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-thefishsite-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Chief Øystein Hage Information Advertise,chief-ystein-hage-information-advertise,1,1,8,"onals, delivering news at speed and explaining why it matters – unrivalled intelligence to help you thrive within a rapidly changing global industry. Editor-in-Chief Øystein Hage Information Advertise About us Contact us",research/evidence-pack/sirkular-konkurser/hooked-foods/media-intrafish.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Terms Privacy FAQ Privacy,terms-privacy-faq-privacy,1,1,8,– unrivalled intelligence to help you thrive within a rapidly changing global industry. Editor-in-Chief Øystein Hage Information Advertise About us Contact us Terms Privacy FAQ Privacy policy Cookies Transparency Follow ,research/evidence-pack/sirkular-konkurser/hooked-foods/media-intrafish.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Cookies Transparency Follow,cookies-transparency-follow,1,1,8,p you thrive within a rapidly changing global industry. Editor-in-Chief Øystein Hage Information Advertise About us Contact us Terms Privacy FAQ Privacy policy Cookies Transparency Follow us Facebook X (Twitter) LinkedIn,research/evidence-pack/sirkular-konkurser/hooked-foods/media-intrafish.md
LOW,missing_candidate,park_or_ignore_until_confirmed,LinkedIn IntraFish,linkedin-intrafish,1,1,8,ry. Editor-in-Chief Øystein Hage Information Advertise About us Contact us Terms Privacy FAQ Privacy policy Cookies Transparency Follow us Facebook X (Twitter) LinkedIn IntraFish is part of DN Media Group. To read more a,research/evidence-pack/sirkular-konkurser/hooked-foods/media-intrafish.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Vegobitar Original,vegobitar-original,1,1,8,"arketing, and sales. At the time, Johansson said the company had reduced production costs, improved margins, and was preparing to launch new products including Vegobitar Original, Vegobitar Kebab, Vegobitar Seafood Flavo",research/evidence-pack/sirkular-konkurser/hooked-foods/media-ppti.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Vegobitar Kebab,vegobitar-kebab,1,1,8,"At the time, Johansson said the company had reduced production costs, improved margins, and was preparing to launch new products including Vegobitar Original, Vegobitar Kebab, Vegobitar Seafood Flavors, and Vegofilé Orig",research/evidence-pack/sirkular-konkurser/hooked-foods/media-ppti.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Vegobitar Seafood Flavors,vegobitar-seafood-flavors,1,1,8,"ansson said the company had reduced production costs, improved margins, and was preparing to launch new products including Vegobitar Original, Vegobitar Kebab, Vegobitar Seafood Flavors, and Vegofilé Original, each desig",research/evidence-pack/sirkular-konkurser/hooked-foods/media-ppti.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Vegofilé Original,vegofile-original,1,1,8,"uced production costs, improved margins, and was preparing to launch new products including Vegobitar Original, Vegobitar Kebab, Vegobitar Seafood Flavors, and Vegofilé Original, each designed to deliver more than 20g of",research/evidence-pack/sirkular-konkurser/hooked-foods/media-ppti.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Brightly Ventures,brightly-ventures,1,1,8,"issue. “It’s a difficult business model,” he said. “We can’t move production fast enough, and margins are quickly eaten up by retailers.” Hooked Foods counted Brightly Ventures, Oysterbay VC, Mentimeter co-founder Johnny",research/evidence-pack/sirkular-konkurser/hooked-foods/media-ppti.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Oysterbay VC,oysterbay-vc,1,1,8,"ficult business model,” he said. “We can’t move production fast enough, and margins are quickly eaten up by retailers.” Hooked Foods counted Brightly Ventures, Oysterbay VC, Mentimeter co-founder Johnny Warström, and art",research/evidence-pack/sirkular-konkurser/hooked-foods/media-ppti.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Johnny Warström,johnny-warstrom,1,1,8,"can’t move production fast enough, and margins are quickly eaten up by retailers.” Hooked Foods counted Brightly Ventures, Oysterbay VC, Mentimeter co-founder Johnny Warström, and artist Danny Saucedo among its investors",research/evidence-pack/sirkular-konkurser/hooked-foods/media-ppti.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Danny Saucedo,danny-saucedo,1,1,8,"enough, and margins are quickly eaten up by retailers.” Hooked Foods counted Brightly Ventures, Oysterbay VC, Mentimeter co-founder Johnny Warström, and artist Danny Saucedo among its investors, and also participated in ",research/evidence-pack/sirkular-konkurser/hooked-foods/media-ppti.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Berlin HQ,berlin-hq,1,1,8,"now leaving the continent entirely, Sifted understands. Infarm previously had operations in the UK, France, Germany, the Netherlands and Denmark. The company’s Berlin HQ is to close, according to emails among staff seen ",research/evidence-pack/sirkular-konkurser/infarm-dk/media-sifted.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Google Maps,google-maps,1,1,8,with one former business partner describing it as “a ghost town”. Its flagship UK facility — a 10k sq m farm in Bedford — is listed as “permanently closed” on Google Maps and calls to its French office went unanswered la,research/evidence-pack/sirkular-konkurser/infarm-dk/media-sifted.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Erez Galonska,erez-galonska,1,1,8,"sh supermarket Marks and Spencer also confirmed to Sifted it has ended its partnership with Infarm. Advertisement When asked whether Infarm was leaving Europe, CEO Erez Galonska said it had “decided to shift its geograph",research/evidence-pack/sirkular-konkurser/infarm-dk/media-sifted.md
LOW,missing_candidate,park_or_ignore_until_confirmed,VCs Miriam Partington Miriam Partington,vcs-miriam-partington-miriam-partington,1,1,8,"nAI&#x27;s Laura Modiano on hackathons, Lovable and how startups can partner with the tech giant News EIF launches €15bn fund of funds to back 100 growth-stage VCs Miriam Partington Miriam Partington was a senior reporte",research/evidence-pack/sirkular-konkurser/infarm-dk/media-sifted.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Startup Life,startup-life,1,1,8,"h-stage VCs Miriam Partington Miriam Partington was a senior reporter at Sifted, based in Berlin. She covered the DACH region and the future of work, and wrote Startup Life , a weekly newsletter on what it takes to build",research/evidence-pack/sirkular-konkurser/infarm-dk/media-sifted.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Mimi Billing ChangeNOW,mimi-billing-changenow,1,1,8,ty EQT and World Bank back ‘flying ferry’ startup Candela as it raises €30m to fuel global rollout Candela opens second factory in Poland to ramp up production Mimi Billing ChangeNOW 2026 turns Paris into a global hub fo,research/evidence-pack/sirkular-konkurser/infarm-dk/media-sifted.md
LOW,missing_candidate,park_or_ignore_until_confirmed,My Account Subscribe Foodtech Is,my-account-subscribe-foodtech-is,1,1,8,h AI Green Industry Deeptech Social Impact VC Database Newsletter About Contact Log in My Account Subscribe Subscribe Get newsletter About us Contact us Log in My Account Subscribe Foodtech Is vertical farming dead? Anot,research/evidence-pack/sirkular-konkurser/ljusgarda/media-impactloop.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Sweden’s Ljusgårda,swedens-ljusgarda,1,1,8,ad? Another startup stumbles as scaling proves ‘really tough’ 2026-01-20 13:44 Ljusgårda co-founder and CEO Andreas Wilhelmsson. Press photo/Impact Loop design Sweden’s Ljusgårda is the latest vertical farming startup to,research/evidence-pack/sirkular-konkurser/ljusgarda/media-impactloop.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Siôn Lawrence-Geschwindt Managing,sion-lawrencegeschwindt-managing,1,1,8,"t was never a VC investable space in my view,&quot; Felix Leonhardt, managing partner at foodtech venture capital firm Oyster Bay, tells Impact Loop.&lt;br&gt; Siôn Lawrence-Geschwindt Managing editor No items found. Ver",research/evidence-pack/sirkular-konkurser/ljusgarda/media-impactloop.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Andreas Wilhelmsson,andreas-wilhelmsson,1,1,8,"lving its workforce. “We grew rapidly during the hype phase, but things got a lot harder once it was time to scale and secure agreements with major retailers,” Andreas Wilhelmsson , Ljusgårda co-founder and CEO, tells Im",research/evidence-pack/sirkular-konkurser/ljusgarda/media-impactloop.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Henry Gordon-Smith,henry-gordonsmith,1,1,8,"ld Impact Loop. Leonhardt says he sees vertical farms as more attractive to ""infrastructure investments,"" especially in hot regions with cheap energy supplies. Henry Gordon-Smith , founder and CEO at Agritecture, a US-ba",research/evidence-pack/sirkular-konkurser/ljusgarda/media-impactloop.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Tore Sveälv,tore-svealv,1,1,8,"been grappling with financial difficulties for the past two years. “Our team has explored every possible avenue to save this pioneering company,” said chairman Tore Sveälv, as the company appointed Advokatfirman Lindahl ",research/evidence-pack/sirkular-konkurser/mycorena/analysis-mycostories.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Albrecht Wolfmeyer,albrecht-wolfmeyer,1,1,8,"significantly more capital compared to plant-based and cultivated meat companies. “We are in a phase of consolidation and correction that isn’t over yet,” said Albrecht Wolfmeyer, director of ProVeg Incubator. This senti",research/evidence-pack/sirkular-konkurser/mycorena/analysis-mycostories.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Community Finnish,community-finnish,1,1,8,O/M&amp;A ŌURA acquires Helsinki-based gesture-tech... IPO/M&amp;A Estonian Scoro acquires Envoice... Community Community Danish MinervaX bolsters executive... Community Finnish venture capital fundraising... Community P,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Community Panu Routila,community-panu-routila,1,1,8,ch... IPO/M&amp;A Estonian Scoro acquires Envoice... Community Community Danish MinervaX bolsters executive... Community Finnish venture capital fundraising... Community Panu Routila takes chair... Community NAD strength,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Community NAD,community-nad,1,1,8,res Envoice... Community Community Danish MinervaX bolsters executive... Community Finnish venture capital fundraising... Community Panu Routila takes chair... Community NAD strengthens board with... Community Maria 01 r,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Community Maria,community-maria,1,1,8,h MinervaX bolsters executive... Community Finnish venture capital fundraising... Community Panu Routila takes chair... Community NAD strengthens board with... Community Maria 01 report shows... More Startuplingo Inspiri,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,More Startuplingo Inspiring Profiles Events,more-startuplingo-inspiring-profiles-events,1,1,8,mmunity Finnish venture capital fundraising... Community Panu Routila takes chair... Community NAD strengthens board with... Community Maria 01 report shows... More Startuplingo Inspiring Profiles Events ArcticStartup Ev,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,ArcticStartup Events,arcticstartup-events,1,1,8,.. Community Panu Routila takes chair... Community NAD strengthens board with... Community Maria 01 report shows... More Startuplingo Inspiring Profiles Events ArcticStartup Events Arctic15 the Voices Most startup events,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Pareto Securities,pareto-securities,1,1,8,"s discontinuing its large-scale factory project in Sweden for Promyc, which is in part attributed to its failed attempts to raise Series B funding with SEB and Pareto Securities in 2022-2023. In July, it filed for bankru",research/evidence-pack/sirkular-konkurser/mycorena/media-tech-eu-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,In July,in-july,1,1,8,"actory project in Sweden for Promyc, which is in part attributed to its failed attempts to raise Series B funding with SEB and Pareto Securities in 2022-2023. In July, it filed for bankruptcy. COO and co-founder Ebba Frö",research/evidence-pack/sirkular-konkurser/mycorena/media-tech-eu-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Wim Slee,wim-slee,1,1,8,". We hope for the company to get new ownership in order to build on our significant groundwork and that the team , and their efforts , can remain the same ."" Wim Slee, co-CEO of VEOS Group, shared: “B oth companies, Napl",research/evidence-pack/sirkular-konkurser/mycorena/media-tech-eu-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Ramkumar Nair PhD,ramkumar-nair-phd,1,1,8,"d on the foundation we have established . We look forward to seeing Mycorena continue to thrive under the strong industrial expertise of the Veos Group, "" says Ramkumar Nair PhD, Founder of Mycorena. VEOS Group was found",research/evidence-pack/sirkular-konkurser/mycorena/media-tech-eu-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Bernhard Ilerup,bernhard-ilerup,1,1,8,"&#8217;s team created a portfolio of possibilities, including cold cuts, cheese, seafood analogs, meat analogs, and hybrid products. In 2022, the company hired Bernhard Ilerup of Quorn as Head of Commercial Growth. It al",research/evidence-pack/sirkular-konkurser/mycorena/media-vegconomist-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Tetra Pak,tetra-pak,1,1,8,he company hired Bernhard Ilerup of Quorn as Head of Commercial Growth. It also partnered with Lantmännen to develop ingredients using upcycled waste and with Tetra Pak to build a large-scale mycoprotein plant. Successfu,research/evidence-pack/sirkular-konkurser/mycorena/media-vegconomist-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Download Our App Job Board,download-our-app-job-board,1,1,8,ing materials Technique Advertise Vacancies Photos Calendar Contact Buyers Guide Subscribe Announcements Click here to receive this news directly in your inbox Download Our App Job Board &#x2192; See More Head Grower &#x,research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,See More Head Grower,see-more-head-grower,1,1,8,"cancies Photos Calendar Contact Buyers Guide Subscribe Announcements Click here to receive this news directly in your inbox Download Our App Job Board &#x2192; See More Head Grower &#x2013; Tomatoes, British Columbia, Ca",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,British Columbia,british-columbia,1,1,8,"uide Subscribe Announcements Click here to receive this news directly in your inbox Download Our App Job Board &#x2192; See More Head Grower &#x2013; Tomatoes, British Columbia, Canada (Greenfield Project) Labour Manager",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Labour Manager,labour-manager,1,1,8,"eive this news directly in your inbox Download Our App Job Board &#x2192; See More Head Grower &#x2013; Tomatoes, British Columbia, Canada (Greenfield Project) Labour Manager / Operations Manager Greenhouse (Tomatoes) &#",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Operations Manager Greenhouse,operations-manager-greenhouse,1,1,8,"rectly in your inbox Download Our App Job Board &#x2192; See More Head Grower &#x2013; Tomatoes, British Columbia, Canada (Greenfield Project) Labour Manager / Operations Manager Greenhouse (Tomatoes) &#x2013; Austria Se",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Austria Senior Grower Agricultural Manager,austria-senior-grower-agricultural-manager,1,1,8,"x2192; See More Head Grower &#x2013; Tomatoes, British Columbia, Canada (Greenfield Project) Labour Manager / Operations Manager Greenhouse (Tomatoes) &#x2013; Austria Senior Grower Agricultural Manager Vice President, G",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Vice President,vice-president,1,1,8,"es, British Columbia, Canada (Greenfield Project) Labour Manager / Operations Manager Greenhouse (Tomatoes) &#x2013; Austria Senior Grower Agricultural Manager Vice President, Greenhouse Division Sales Director - North A",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Greenhouse Division Sales Director - North,greenhouse-division-sales-director-north,1,1,8,"mbia, Canada (Greenfield Project) Labour Manager / Operations Manager Greenhouse (Tomatoes) &#x2013; Austria Senior Grower Agricultural Manager Vice President, Greenhouse Division Sales Director - North America Junior Gr",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,America Junior Grower,america-junior-grower,1,1,8,"nager / Operations Manager Greenhouse (Tomatoes) &#x2013; Austria Senior Grower Agricultural Manager Vice President, Greenhouse Division Sales Director - North America Junior Grower &#x2013; Rose &amp; Flower Crops Regio",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Flower Crops Regional Sales Representatives,flower-crops-regional-sales-representatives,1,1,8,"atoes) &#x2013; Austria Senior Grower Agricultural Manager Vice President, Greenhouse Division Sales Director - North America Junior Grower &#x2013; Rose &amp; Flower Crops Regional Sales Representatives - North America ",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,North America,north-america,1,1,8,"ural Manager Vice President, Greenhouse Division Sales Director - North America Junior Grower &#x2013; Rose &amp; Flower Crops Regional Sales Representatives - North America (Remote) Quality Controller Key Account Manage",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Funny Kiss,funny-kiss,1,1,8,r - North America Junior Grower &#x2013; Rose &amp; Flower Crops Regional Sales Representatives - North America (Remote) Quality Controller Key Account Manager Funny Kiss patrol Swedish vertical farming company Plantagon,research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,GreenTech Americas,greentech-americas,1,1,8,"hina: Why the growth cycle of rice can be split in half Latest photo reports &#x2192; See More Kom in de Kas 2026, Netherlands IPM HortiFlorExpo, Beijing, 2026 GreenTech Americas 2026, Queretaro, Mexico Horti Agri India ",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Mexico Horti Agri India Expo,mexico-horti-agri-india-expo,1,1,8,"an be split in half Latest photo reports &#x2192; See More Kom in de Kas 2026, Netherlands IPM HortiFlorExpo, Beijing, 2026 GreenTech Americas 2026, Queretaro, Mexico Horti Agri India Expo, 2026, India Freshpublishers Ho",research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Image: Sorosh Tavakoli,image-sorosh-tavakoli,1,1,8,"egion Organizations and brands Listed Companies Cheese Alternatives Stockeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category October 24, 2025 Image: Sorosh Tavakoli on LinkedIn Swedish plant-based chees",research/evidence-pack/sirkular-konkurser/stockeld-dreamery/media-vegconomist.md
LOW,missing_candidate,park_or_ignore_until_confirmed,LinkedIn Swedish,linkedin-swedish,1,1,8,"ands Listed Companies Cheese Alternatives Stockeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category October 24, 2025 Image: Sorosh Tavakoli on LinkedIn Swedish plant-based cheese producer Stockeld Dreame",research/evidence-pack/sirkular-konkurser/stockeld-dreamery/media-vegconomist.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Stockeld Dreamery,stockeld-dreamery,1,1,8,"ckeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category October 24, 2025 Image: Sorosh Tavakoli on LinkedIn Swedish plant-based cheese producer Stockeld Dreamery has announced it is shutting down after si",research/evidence-pack/sirkular-konkurser/stockeld-dreamery/media-vegconomist.md
LOW,missing_candidate,park_or_ignore_until_confirmed,On LinkedIn,on-linkedin,1,1,8,"2025 Image: Sorosh Tavakoli on LinkedIn Swedish plant-based cheese producer Stockeld Dreamery has announced it is shutting down after six years of operations. On LinkedIn , founder and CEO Sorosh Tavakoli said the declin",research/evidence-pack/sirkular-konkurser/stockeld-dreamery/media-vegconomist.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Sorosh Tavakoli,sorosh-tavakoli,1,1,8,"li on LinkedIn Swedish plant-based cheese producer Stockeld Dreamery has announced it is shutting down after six years of operations. On LinkedIn , founder and CEO Sorosh Tavakoli said the decline in the plant-based cate",research/evidence-pack/sirkular-konkurser/stockeld-dreamery/media-vegconomist.md
